Thumbnail,Rating,Year,Summary,Title,MovieId 
"https://m.media-amazon.com/images/M/MV5BMTg5OTM1Mzg4NV5BMl5BanBnXkFtZTgwMzY2NjQzMTE@._V1_UY268_CR0,0,182,268_AL__QL50.jpg",7.3,1995,"    This epic film traces over three generations an immigrant family's trials, tribulations, tragedies and triumphs. Jose and Maria, the first generation, come to Los Angeles, meet, marry, face deportation all in the 1930s. They establish their family in East L.A., and their children Chucho, Paco, Memo, Irene, Toni, and Jimmy deal with youth culture and the L.A. police in the 1950s. As the second generation become adults in the 1960s, the focus shifts to Jimmy, his marriage to Isabel (a Salvadorian refugee), their son, and Jimmy's journey to becoming a responsible parent.Written by<jhailey@hotmail.com> ",My Family (1995),279
,7.3,1995,"    Henri Young stole five dollars from a post office and ended up going to prison - to the most famous, or infamous, prison of them all: Alcatraz. He tried to escape, failed, and spent three years and two months in solitary confinement - in a dungeon, with no light, no heat and no toilet. Milton Glenn, the assistant warden, who was given free reign by his duty-shirking superior, was responsible for Young's treatment. Glenn even took a straight razor and hobbled Young for life. After three years and two months, Young was taken out of solitary confinement and put with the rest of the prisoners. Almost immediately, Young took a spoon and stabbed a fellow prisoner in the neck, killing him. Now, Young is on trial for murder, and if he's convicted he'll go to the gas chamber. An eager and idealistic young attorney, James Stamphill, is given this impossible case, and argues before a shocked courtroom that Young had a co-conspirator. The true murderer, he says, was Alcatraz.Written byJ. Spurlin ",Murder in the First (1995),280
"https://m.media-amazon.com/images/M/MV5BMjg0YzYzYzktNTY3NC00MDE0LThjMzYtMmY0MWZlNDdiYWY2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",7.4,1994,"    Sully is a rascally ne'er-do-well approaching retirement age. While he is pressing a worker's compensation suit for a bad knee, he secretly works for his nemesis, Carl, and flirts with Carl's young wife Toby. Sully's long- forgotten son and family have moved back to town, so Sully faces unfamiliar family responsibilities. Meanwhile, Sully's landlady's banker son plots to push through a new development and evict Sully from his mother's life.Written byReid Gagle ",Nobody's Fool (1994),281
,6.5,1994,"    Nell is a girl who's been brought up in an isolated world. The only people she knew were her mother and twin sister. They lived together in a cottage in the forest. Nobody has ever met Nell. After her mother's death, she's discovered by the local doctor Jerome. He's fascinated by her, since she speaks a mangled language, developed by her sister and herself growing up, ""twin speak"" if you will. But Paula, a psychology student, wants her observed in a laboratory. The judge decides they get three months to observe her in the forest, after which he'll decide about Nell's future.Written byTony Kessen <rhkessen@cs.vu.nl> ",Nell (1994),282
"https://m.media-amazon.com/images/M/MV5BYjRkM2Q5MzAtZTM4Yy00OTEwLTkyZjQtMzliZjA0MzNmZjhiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.7,1995,"    Jason and Midget are two young, black teenagers living in Newark,New Jersey, the unofficial car theft capital of the world. Their favourite pastime is that of everybody in their neighbourhood: stealing cars and joyriding. The trouble starts when they steal a police car and the cops launch a violent offensive that involves beating and even shooting suspects.Written byRobert Zeithammel <zeit@cip.physik.uni-muenchen.de> ",New Jersey Drive (1995),283
,4.2,1993,"    Allegedly based on a true story, this film follows the life of Toshi, a Japanese man living in America and working with the New York City police. After being recommended for undercover work, Toshi decides to go after a gang lead by Hawk. Hawk and Toshi soon become friends, although Hawk's second-in-command, Tito, is suspicious of the newcomer. Will Toshi be able to bring the gang down, or will his cover be blown before he can finish the assignment?Written byJean-Marc Rocher <rocher@fiberbit.net> ",New York Cop (Nyû Yôku no koppu) (1993),284
,3.4,1994,"    Dr. Stephanie Lyell works for Neurological Research, and is testing a seemingly safe personality-altering drug on Marc Gilmour a notorious Serial Killer. But when a pair of bizarre suicides occur at Dr. Lyell's apartment complex, Homicide Detective Terry Hamilton connects the mysterious deaths to the drug's diabolical side effects on Gilmour. Only after they too begin to experience horrible dreams and hallucinations do Terry and Stephanie realize they are trapped in Gilmour's nightmarish world, from which there is no hope of escape.Written byAnonymous ",Beyond Bedlam (1993),285
,5.6,1994,"    When Ninas husband goes off for a few weeks to work, she meets and starts seeing a photographer. This story is told as an interview by a journalist writing about adultery who is talking with both Nina and the photographer in separate interviews. Through him, we learn much about the couple and their attitudes on adultery.Written byBrian W Martz <B.Martz@Genie.com> ",Nina Takes a Lover (1994),287
"https://m.media-amazon.com/images/M/MV5BMTI2NTU2Nzc0MV5BMl5BanBnXkFtZTcwMzY1OTM2MQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.3,1994,"    Mickey Knox and Mallory Wilson aren't your typical lovers - after killing her abusive father, they go on a road trip where, every time they stop somewhere, they kill pretty well everyone around them. They do however leave one person alive at every shootout to tell the story and they soon become a media sensation thanks to sensationalized reporting. Told in a highly visual style.Written bygarykmcd ",Natural Born Killers (1994),288
,6.5,1994,"    Destiny. Faith (Marisa Tomei) believes that two soul-mates can be united if they find each other. From the Ouija board, she has found the name of her missing half, and it is D-A-M-O-N B-R-A-D-L-E-Y. Later, at the carnival, the fortune teller sees the name Damon Bradley in the Crystal Ball and Faith is convinced. She is told that ""You make your own destiny,...don't wait for it to come to you"", but she is looking for Damon. 14 years later, she is engaged to a dull podiatrist and plans to marry until she gets a call from one of his classmates who is on his way to Venice, Italy. The classmate is Damon Bradley. Rushing to the airport to see her soul-mate, she misses him and the plane, but decides, then and there, to go after him. So Faith and her sister-in-law Kate both board the next plane for Italy hoping to find her Damon.Written byTony Fontana <tony.fontana@spacebbs.com> ",Only You (1994),289
"https://m.media-amazon.com/images/M/MV5BMjAzODA3MzE4NF5BMl5BanBnXkFtZTcwMjIwMzAwMQ@@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",7.9,1994,"    Set in urban Auckland (New Zealand) this movie tells the story of the Heke family. Jake Heke is a violent man who beats his wife frequently when drunk, and yet obviously loves both her and his family. The movie follows a period of several weeks in the family's life showing Jake's frequent outburst of violence and the effect that this has on his family. The youngest son is in trouble with the police and may be put into a foster home while the elder son is about to join a street gang. Jake's daughter has her own serious problems which are a key element in the plot.Written byChris Maslin <maslinc@cad.canterbury.ac.nz> ",Once Were Warriors (1994),290
"https://m.media-amazon.com/images/M/MV5BZTg1Mzk1NjAtNGFlOS00NzdlLWI0NTgtYzlmNTUzZGQ0NjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",6.6,1995,"    When a disease in Africa is discovered, Colonel Sam Daniels of the United States Army Medical Research Institute for Infectious Diseases or USAMRIID, is sent to investigate. When he reports back to his superior officer General Ford and tells him that they should put out an alert on this disease but the General that since the disease is so far away and not airborne that it can't possibly reach the U.S. However, a monkey from that part of Africa was captured and brought to the U.S. and a man who works at the customs house took it and tried to sell it but when the person he tried to sell it to rejected it he released it. Later the man who arrived in Boston collapses and dies, Col. Daniels wants to look into it but General Ford denies his request so he turns to his ex-wife, who works at the Center for Disease Control or CDC to look into and they discover it's the African disease but since it kills very quickly, Col. Daniels feels that it's been contained until another outbreak!Written byrcs0411@yahoo.com ",Outbreak (1995),292
"https://m.media-amazon.com/images/M/MV5BZDAwYTlhMDEtNTg0OS00NDY2LWJjOWItNWY3YTZkM2UxYzUzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY268_CR4,0,182,268_AL__QL50.jpg",8.6,1994,"    After her father, mother, older sister and little brother are killed by her father's employers, the 12-year-old daughter of an abject drug dealer is forced to take refuge in the apartment of a professional hitman who at her request teaches her the methods of his job so she can take her revenge on the corrupt DEA agent who ruined her life by killing her beloved brother.Written byJ. S. Golden ",Léon: The Professional (a.k.a. The Professional) (Léon) (1994),293
,6.1,1995,"    In an attempt to secure a sponsor, an unlikely group of Cuban refugees become a ""family"" as the U.S. Immigration and Naturalization Service gives families priority over others. In the process, a political prisoner who hasn't seen his wife for twenty years and a disaffected sugarcane cutter fall in love. An excitable brother and a lovestruck cop contribute to the general confusion. The inevitable humorous romantic entaglements ensue as a final confrontation is set up.Written byTad Dibbern <DIBBERN_D@a1.mscf.upenn.edu> ","Perez Family, The (1995)",294
,5.4,1995,"    A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie.Written byBrian Whiting <bwhiting@holly.colostate.edu> ","Pyromaniac's Love Story, A (1995)",295
"https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY268_CR1,0,182,268_AL__QL50.jpg",8.9,1994,"    Jules Winnfield (Samuel L. Jackson) and Vincent Vega (John Travolta) are two hit men who are out to retrieve a suitcase stolen from their employer, mob boss Marsellus Wallace (Ving Rhames). Wallace has also asked Vincent to take his wife Mia (Uma Thurman) out a few days later when Wallace himself will be out of town. Butch Coolidge (Bruce Willis) is an aging boxer who is paid by Wallace to lose his fight. The lives of these seemingly unrelated people are woven together comprising of a series of funny, bizarre and uncalled-for incidents.Written bySoumitra ",Pulp Fiction (1994),296
,7.3,1991,"    Master Chu, a retired Chinese Tai-Chi master, moves to Westchester, New York to live with his son Alex, his American daughter-in-law Martha, and their son Jeremy. However, Martha's second novel is suffering from severe writers' block brought on by Chu's presence in the house. Alex must struggle to keep his family together as he battles an inner conflict between cultural tradition and his modern American lifestlye.Written byKathy Li ",Pushing Hands (Tui shou) (1992),298
"https://m.media-amazon.com/images/M/MV5BYzAyYzQ0ODQtNzNhMi00NWVkLTk1YTItODE4Y2U4YmE0NDgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",7.1,1994,"    Father Greg Pilkington (Linus Roache) is torn between his call as a conservative Catholic priest and his secret life as a homosexual with a gay lover, frowned upon by the Church. Upon hearing the confession of a young girl of her incestuous father, Greg enters an intensely emotional spiritual struggle deciding between choosing morals over religion and one life over another.Written byEric Chor <spiritcircle@yahoo.com> ",Priest (1994),299
,7.5,1994,"    An idealistic young lawyer working for a Congressional subcommittee in the late 1950s discovers that TV quiz shows are being fixed. His investigation focuses on two contestants on the show ""Twenty-One"": Herbert Stempel, a brash working-class Jew from Queens, and Charles Van Doren, the patrician scion of one of America's leading literary families. Based on a true story.Written byTim Horrigan <horrigan@hanover-crrel.army.mil> ",Quiz Show (1994),300
,6.7,1994,"    The story of 16-year-old Riyo who journeys to Hawaii in 1918 to marry a man she has never met, except through photographs and letters they have exchanged. Hoping to escape a troubled past and to start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age and Hawaii is not the paradise she expected. As Riyo comes to terms with her new home, she discovers a land full of hardship, struggle--and unexpected joy.Written by<raq@netcom.com> ",Picture Bride (Bijo photo) (1994),301
"https://m.media-amazon.com/images/M/MV5BNTc4NTdjODgtZmI1MS00MDI5LWFhZjYtMjAzNTVhYzk1ZjFiXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR8,0,182,268_AL__QL50.jpg",7.5,1994,"    The night of August 24, 1572, is known as the Massacre of St. Bartholomew. In France a religious war is raging. In order to impose peace a forced wedding is arranged between Margot de Valois, sister of the immature Catholic King Charles IX, and the Hugenot King Henri of Navarre. Catherine of Medici maintains her behind-the-scenes power by ordering assaults, poisonings, and instigations to incest.Written byOliver 'Asana' Duex <asana@popgate.tng.oche.de> ","Queen Margot (Reine Margot, La) (1994)",302
